epoch,loss_step,step
0,0.5823942422866821,49
0,0.5467908382415771,99
0,0.5249577164649963,149
0,0.526885986328125,199
0,0.606529712677002,249
0,0.5085580945014954,299
0,0.5523475408554077,349
0,0.544893741607666,399
0,0.47437989711761475,449
0,0.5159192085266113,499
0,0.46922585368156433,549
0,0.4363396167755127,599
0,0.4994526505470276,649
0,0.4641880691051483,699
0,0.49914270639419556,749
0,0.4518868327140808,799
0,0.46533507108688354,849
0,0.44827091693878174,899
0,0.46559613943099976,949
0,0.4357408583164215,999
0,0.3856007158756256,1049
0,0.40539640188217163,1099
0,0.4100983142852783,1149
0,0.3921840786933899,1199
0,0.39562979340553284,1249
0,0.40820449590682983,1299
0,0.42264285683631897,1349
0,0.39824268221855164,1399
0,0.40304669737815857,1449
0,0.38943222165107727,1499
0,0.41302648186683655,1549
0,0.39671337604522705,1599
0,0.416582852602005,1649
0,0.38845279812812805,1699
0,0.38714683055877686,1749
0,0.3831852078437805,1799
0,0.3727673888206482,1849
0,0.4047721028327942,1899
0,0.356903076171875,1949
0,0.39745718240737915,1999
0,0.38189709186553955,2049
0,0.4045121371746063,2099
0,0.3467392921447754,2149
0,0.40262478590011597,2199
0,0.3636285662651062,2249
0,0.35552704334259033,2299
0,0.3694288730621338,2349
0,0.37454870343208313,2399
0,0.35355597734451294,2449
0,0.35701784491539,2499
0,0.34957924485206604,2549
0,0.35581448674201965,2599
0,0.3775710463523865,2649
0,0.3555477261543274,2699
0,0.3582289516925812,2749
0,0.35305407643318176,2799
0,0.3457221984863281,2849
0,0.3476640582084656,2899
0,0.34555745124816895,2949
0,0.34657248854637146,2999
0,0.35438552498817444,3049
0,0.3537239134311676,3099
0,0.3270311951637268,3149
0,0.335773229598999,3199
0,0.3229776918888092,3249
0,0.32090872526168823,3299
0,0.31000611186027527,3349
0,0.3367597758769989,3399
0,0.34156376123428345,3449
0,0.3413417339324951,3499
0,0.34234124422073364,3549
0,0.35211920738220215,3599
0,0.2998487651348114,3649
0,0.3337980806827545,3699
0,0.3777640163898468,3749
0,0.3097989559173584,3799
0,0.33406373858451843,3849
0,0.3491039276123047,3899
0,0.35780468583106995,3949
0,0.3459598422050476,3999
0,0.3508652150630951,4049
0,0.3170677125453949,4099
0,0.33298638463020325,4149
0,0.30327925086021423,4199
0,0.31138554215431213,4249
0,0.3306143283843994,4299
0,0.3483870327472687,4349
0,0.356908917427063,4399
0,0.31607234477996826,4449
0,0.3280404210090637,4499
0,0.32264333963394165,4549
0,0.32882392406463623,4599
0,0.3041578531265259,4649
0,0.3167702555656433,4699
0,0.31522223353385925,4749
0,0.3109491765499115,4799
0,0.30597537755966187,4849
0,0.3334399163722992,4899
0,0.3116565942764282,4949
0,0.3596729338169098,4999
